"ABC transporters"	"Acute myeloid leukemia"	"Adherens junction"	"Adipocytokine signaling pathway"	"Aldosterone-regulated sodium reabsorption"	"Allograft rejection"	"Alzheimers disease"	"Amoebiasis"	"Amyotrophic lateral sclerosis (ALS)"	"Antigen processing and presentation"	"Apoptosis"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"Asthma"	"Autoimmune thyroid disease"	"Axon guidance"	"B cell receptor signaling pathway"	"Bacterial invasion of epithelial cells"	"Basal cell carcinoma"	"Basal transcription factors"	"Base excision repair"	"Bladder cancer"	"Calcium signaling pathway"	"Carbohydrate digestion and absorption"	"Cardiac muscle contraction"	"Cell adhesion molecules (CAMs)"	"Cell cycle"	"Chagas disease"	"Chemokine signaling pathway"	"Chronic myeloid leukemia"	"Circadian rhythm - mammal"	"Collecting duct acid secretion"	"Colorectal cancer"	"Complement and coagulation cascades"	"Cytokine-cytokine receptor interaction"	"Cytosolic DNA-sensing pathway"	"Dilated cardiomyopathy"	"DNA replication"	"Dorso-ventral axis formation"	"ECM-receptor interaction"	"Endocytosis"	"Endometrial cancer"	"Epithelial cell signaling in Helicobacter pylori infection"	"ErbB signaling pathway"	"Fc epsilon RI signaling pathway"	"Fc gamma R-mediated phagocytosis"	"Focal adhesion"	"Gap junction"	"Gastric acid secretion"	"Glioma"	"GnRH signaling pathway"	"Graft-versus-host disease"	"Hedgehog signaling pathway"	"Hematopoietic cell lineage"	"Homologous recombination"	"Huntingtons disease"	"Hypertrophic cardiomyopathy (HCM)"	"Insulin signaling pathway"	"Intestinal immune network for IgA production"	"Jak-STAT signaling pathway"	"Leishmaniasis"	"Leukocyte transendothelial migration"	"Long-term depression"	"Long-term potentiation"	"Lysosome"	"Malaria"	"MAPK signaling pathway"	"Maturity onset diabetes of the young"	"Melanogenesis"	"Melanoma"	"Mismatch repair"	"mTOR signaling pathway"	"Natural killer cell mediated cytotoxicity"	"Neuroactive ligand-receptor interaction"	"Neurotrophin signaling pathway"	"NOD-like receptor signaling pathway"	"Non-homologous end-joining"	"Non-small cell lung cancer"	"Notch signaling pathway"	"Nucleotide excision repair"	"Olfactory transduction"	"Oocyte meiosis"	"p53 signaling pathway"	"Pancreatic cancer"	"Pancreatic secretion"	"Parkinsons disease"	"Pathogenic Escherichia coli infection"	"Pathways in cancer"	"Peroxisome"	"Phagosome"	"Phosphatidylinositol signaling system"	"Phototransduction"	"PPAR signaling pathway"	"Primary immunodeficiency"	"Prion diseases"	"Progesterone-mediated oocyte maturation"	"Prostate cancer"	"Proteasome"	"Protein export"	"Protein processing in endoplasmic reticulum"	"Proximal tubule bicarbonate reclamation"	"Regulation of actin cytoskeleton"	"Regulation of autophagy"	"Renal cell carcinoma"	"Renin-angiotensin system"	"Ribosome"	"RIG-I-like receptor signaling pathway"	"RNA degradation"	"RNA polymerase"	"Salivary secretion"	"Shigellosis"	"Small cell lung cancer"	"SNARE interactions in vesicular transport"	"Spliceosome"	"Systemic lupus erythematosus"	"T cell receptor signaling pathway"	"Taste transduction"	"TGF-beta signaling pathway"	"Thyroid cancer"	"Tight junction"	"Toll-like receptor signaling pathway"	"Toxoplasmosis"	"Type I diabetes mellitus"	"Type II diabetes mellitus"	"Ubiquitin mediated proteolysis"	"Vascular smooth muscle contraction"	"Vasopressin-regulated water reabsorption"	"VEGF signaling pathway"	"Vibrio cholerae infection"	"Viral myocarditis"	"Wnt signaling pathway"
"Leishmaniasis"	1	0.017200634244088	0.0356050368114758	0.000782345015130862	0.032123151259809	2.31953952767595e-30	0.307138564194246	4.64823917389421e-13	0.00173258281635471	1.42276116557573e-16	1.20911182379037e-05	0.363204589992041	4.08774661451639e-27	9.97583738093469e-20	0.365106765134101	3.11614601868664e-07	0.71001141106906	1	1	1	0.154548753918397	0.804713284414535	0.516485052789248	1	1.91956478693e-14	0.360506527734217	3.02049774292124e-31	0.00103190860473196	2.29851515362959e-05	1	1	6.36527050766553e-05	0.320351382434031	0.00037099195889407	0.00221854807982774	0.00402605108815386	1	0.0643238826615411	0.410933334069298	0.448635916747247	0.0550029368155854	1.35124310058678e-05	0.0144044611410476	4.91172892795749e-06	2.26456881597755e-05	0.0487958752248436	0.188992116919242	0.714928724446899	0.0934843602124041	3.71473390429462e-05	2.27247259886048e-25	1	1.34867714186692e-09	1	1	0.00270666436955845	0.401697783245041	5.66692760564895e-24	4.13876480137702e-05	0	4.57058814115134e-08	0.110597338214436	0.110597338214436	1	7.48408618324608e-13	1.38954597819936e-10	1	0.24141229456239	0.332676076734226	1	0.214812224739925	1.28810372227242e-05	1	1.15684882591457e-08	9.86851855385645e-16	1	0.0603096891531447	1	1	1	0.295967715634798	1	1.75017884215922e-06	0.820625513227922	1	0.258209286532889	1.81998237519229e-05	0.733788702624013	1.43588648746787e-26	0.733788702624013	1	1	1	0.000247463379401031	0.0030442870309754	0.0157723232768847	0.555868646682388	1	1	1	0.149651176748665	0.446191675593942	0.000988117771029801	1	1	7.04397646921805e-11	1	1	0.779537247460798	4.7627178651287e-09	0.00043760197511318	1	1	4.75078850388177e-20	5.04612853484886e-14	1	0.000470582229776937	0.0834551386257304	0.898577230154574	7.1806758154971e-24	3.89710198466534e-62	1.50771579447031e-28	0.0427860340206037	0.907007164736712	0.305169181472143	1	3.09764192254994e-05	0.612398349722286	1.22110963872281e-15	0.464239575496842
"Leukocyte transendothelial migration"	1	0.000158836576084996	2.26324369468315e-14	0.837927355586288	6.29485857209222e-09	1	1	1.50719846703598e-11	0.0126737854830231	1	0.00214676251731245	7.0017866625778e-09	1	1	2.9931999437832e-05	5.74643618201913e-10	5.79538250944874e-21	0.775015196963021	1	1	0.307897351267441	0.335715338245886	1.29258714841421e-06	0.886512553556187	1.73597051553626e-26	1	6.30351260529209e-08	3.23733471990898e-17	0.000113813030752029	1	1	5.0222049839631e-08	1	0.994635452741723	1	0.0106719061322429	1	1	0.66039529914638	0.916572053907048	6.00436968433435e-09	1.47980104792483e-07	4.30969371656722e-08	2.85076754851698e-16	1.66011332765923e-14	2.4126261064672e-35	0.0316583709913353	0.000686000368485387	8.77264733136827e-09	0.00131165996886491	1	1	0.69141225389496	1	1	0.00700136940102263	0.0284691019142645	0.14671045927505	0.0213293221895615	4.57058814115135e-08	0	0.0102118994475637	0.0102118994475637	1	0.0108187270601193	0.0511099973216132	1	0.0181107176067738	0.000517521451267827	1	5.57983918810899e-05	4.34520049586685e-13	1	5.14173851933478e-11	0.0816778505752396	1	5.40125144740378e-11	1	1	1	0.955540742247375	1	1.69730315701997e-06	0.0172369728619549	1	1.97984814658065e-10	2.57218937310264e-07	1	1.56808795487643e-05	8.80419480293195e-08	1	1	1	1	5.07960200316555e-09	0.000521524597019347	1	1	1	1	3.86777239484797e-30	1	2.26722046141913e-08	1	1	0.119157453972129	1	1	0.423833035563612	6.37289882423421e-10	6.34479102175316e-05	1	1	0.526377887188777	2.53787400738291e-11	1	0.395004888343798	0.543512358891056	9.53008700331707e-53	2.18033725980601e-06	3.31640804686279e-07	1	2.60566036158144e-05	1	0.0338009884002862	1	6.71547551009991e-18	1.29842444755425e-05	0.000140812449927966	0.0182938596464421
"Long-term depression"	1	1.99163850189552e-08	0.113962633446014	1	3.12105042893077e-06	1	5.12957630341941e-05	4.34562033495321e-06	0.0502922468258324	1	1	1	1	1	0.000852134156995103	1.81627687331876e-07	1	1	1	1	4.86319289089473e-10	1.15798983744456e-10	0.146860845469595	1	1	1	1.46060108139133e-13	2.64961055024431e-09	1.39577899854982e-07	1	1	4.42967886977394e-05	1	1	1	0.428572508701276	1	0.000559666870337408	1	0.842081807680959	4.61686776651455e-09	0.663670578339121	4.86665893263773e-10	4.50606591228638e-31	1.7582327690549e-08	0.000258039417490907	4.4414023542097e-36	1.72865388243068e-13	2.18621953084537e-14	4.44456799767204e-43	1	1	1	1	0.0080863233779831	0.744555838446625	4.62699293163699e-05	1	1	0.110597338214436	0.0102118994475637	0	2.94606489948433e-29	1	1	3.54288113135913e-19	1	7.24189111298533e-19	5.53087111945119e-10	1	0.00870011565647833	1.38064011272024e-07	0.134976506824295	0.000135788439097465	0.256022660704949	1	7.86677183813778e-13	1	1	0.987736413828766	1.40583122333123e-07	0.669059239249229	9.7693137593184e-05	2.47740584213039e-29	1	0.611112908897998	0.000133133532035867	1	0.923842182840341	2.65581845882769e-07	1	1	1	0.00205707406094076	6.29542032539569e-09	8.22079068387048e-09	1	1	1	1	0.0001132616079703	1	9.25151459149729e-08	1	1	1	1	1	4.70882857692681e-16	0.267804342646437	1	1	1	1	0.000256141906135482	0.00870011565647833	0.00203603730247237	8.41325411361324e-09	1.05957446466606e-07	0.0762795866228388	1.62299231141309e-17	1	0.037198488294753	1	1.4527193764571e-51	0.504970021069834	1.29588278776518e-31	0.0112606018072782	1	1.88759959531431e-05
"Long-term potentiation"	1	1.99163850189552e-08	0.0298302526565817	1	4.16115027916837e-05	1	5.5956905141596e-24	5.3328070430811e-09	2.26558940157464e-14	1	8.24179812621888e-08	0.70446923955627	1	1	5.53290520013022e-07	1.01769579025479e-14	1	1	1	1	4.86319289089473e-10	1.62400103333911e-42	0.146860845469595	0.722998162445223	1	0.605355925586559	0.000197066300820132	3.40885507051657e-13	1.39577899854982e-07	1	1	4.42967886977394e-05	1	1	1	0.000542272625439895	1	0.000559666870337408	1	0.964489092279794	4.61686776651455e-09	1	6.40089985962993e-15	3.00301245033488e-07	0.00065883203271555	3.27822463802764e-07	2.74054888844255e-29	5.45023504453757e-32	9.45770722064276e-27	4.44456799767204e-43	1	0.0112606018072782	1	1	2.46194303976637e-05	0.744555838446625	1.49974318101839e-18	1	0.709144135061181	0.110597338214436	0.0102118994475637	2.94606489948433e-29	0	1	1	2.62196072703187e-20	1	2.77313175600811e-39	1.06347159431495e-07	1	1.3656365485061e-05	6.76672713419279e-15	0.0258476576945949	6.57776366374625e-25	0.256022660704949	1	7.86677183813778e-13	0.169085670312853	1	0.00246451989173519	7.90684421780165e-41	1	9.7693137593184e-05	2.04655525859616e-11	1	0.611112908897998	0.000133133532035867	1	1	1.97661597287511e-14	4.42886464669846e-06	1	1	4.27917408304179e-08	6.40089985962993e-15	6.52619593607243e-10	1	1	0.933266061894444	1	4.70016318562721e-06	1	1.48580164337475e-12	1	1	1	1	1	3.80969953284606e-23	0.267804342646437	1	1	1	0.662261635230422	5.54199653555196e-11	1.3656365485061e-05	0.0442356547512909	8.41325411361324e-09	0.0182769291871234	0.0762795866228388	0.630572728338427	1	0.037198488294753	1	8.95815568616782e-39	0.00479432922301469	2.25517609933224e-17	2.25176833149474e-05	1	8.65132336367375e-19
"Lysosome"	0.338640376875022	1	1	1	1	1	1	0.947041568242181	1	0.167931511753002	1	1	1	1	1	1	0.137125428576859	1	1	1	1	1	1	1	1	1	1	1	1	1	5.32249881359464e-06	1	1	1	1	1	1	1	1	0.818800052543219	1	1.19735463311093e-05	1	1	1	1	1	1	1	1	1	1	1	1	0.751097373073527	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0.999575085757921	0.970828356887674	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.13160280139577e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.076846878828192	1	1	1	1	1	1	1	1	1	0.981516384099507	1	1	1	1	1	0.942346263230422	1	1	1	1	1	1	1	1.93350761063622e-06	1	1
"Malaria"	1	1	0.582894864377658	0.179359120909333	1	4.86175430433974e-06	0.304092564272858	7.7643606756173e-11	0.460095916889709	0.229909050195994	0.0794917040195334	1	0.000439232239132616	0.0246817220744146	0.779842459563657	0.582894864377658	0.572971086241875	1	1	1	0.0833694457188626	1	1	1	2.08945840558785e-09	0.181202758663909	2.01429838640425e-13	0.646611277109151	0.0507121996928671	1	1	0.0336501272128956	0.552424137472086	2.34824657885209e-09	0.02587149734163	0.0205926638758658	1	1	2.33204654732073e-08	0.20813025906072	1	0.183505930518739	1	0.602068872285515	1	0.00748571260361941	1	1	1	1	0.00149796265540902	1	5.82356077866642e-05	1	1	0.00269502395125134	1	0.000235594190439207	0.0314542491546251	7.48408618324611e-13	0.0108187270601193	1	1	1	0	0.192366724235743	1	1	0.196031071502152	1	1	0.00445975234997614	1	1	6.4237337741413e-05	1	1	1	1	1	1	0.552424137472086	0.0457062580658355	1	1	0.496721974110864	0.0790260347266813	1	6.48974238010054e-05	1	1	0.552424137472086	0.0605829408498168	0.0605829408498168	1	1	0.427588409578134	1	1	1	0.718539439194426	0.333820589633111	0.00113194968723893	1	1	0.0473459852369394	1	1	1	0.525373526601017	1	1	1	0.0225500274751531	0.0345611682659426	1	2.62051469228259e-08	1	1	1.54256048010365e-07	2.04195616840502e-08	0.00177050021906907	0.420860363689331	1	1	1	1	1	0.00154594578457798	1
"MAPK signaling pathway"	1	1.10778214466311e-11	0.00156666932638795	3.30159791748031e-05	0.0384973999511439	0.438265572355433	0.00553457292320938	1.19665848933386e-05	6.93990620375813e-12	0.198184960940039	7.89765129981125e-18	1.05191172522425e-08	0.864785677039545	0.854296896405167	2.26740119293037e-05	8.5942128318481e-24	0.651810827579804	0.968201099374556	1	1	7.9543591691934e-09	5.8917703735746e-06	0.11491102078256	2.73615295290637e-08	1	0.368078700191965	1.63981724669731e-14	2.49762058540769e-10	1.51832872746582e-18	1	1	2.21777812174921e-15	1	0.252727603048898	0.119515034148076	1.86692339882655e-13	1	7.00457364478762e-05	1	0.00260126774078466	4.56581458764089e-12	1.2319480501201e-09	5.30383509551926e-18	2.32521942871917e-38	5.78867062189972e-07	5.12372145582563e-12	7.65518181923739e-13	0.157221705877229	8.32138078244315e-15	3.057201707309e-46	0.123630794866848	0.44085293557812	0.452238897932598	1	0.999309933100915	6.49560279729239e-11	5.6507432142992e-09	0.814649970279159	0.837318337478068	1.38954597819935e-10	0.0511099973216133	3.5428811313592e-19	2.62196072703183e-20	1	0.192366724235743	0	1	0.00104213985975185	3.97784568490706e-34	1	0.000899569434490087	9.92242713744725e-12	1	2.17307199442177e-35	1.92276853347047e-10	1	8.92965052746438e-14	1	1	0.999999733858612	1.13934394793154e-05	0.23610021435774	4.50143025229009e-18	8.06402056454163e-08	0.999764023761604	0.701374314930725	2.60736177725937e-32	1	0.999518976652943	0.859482379623874	0.530450389622588	1	0.887998882917841	4.411640829596e-07	2.31006031998302e-12	1.02760219489459e-15	1	1	0.130858365613643	1	3.63533807662882e-24	1	5.3753680228721e-17	1	1	6.13665413138513e-07	1	1	0.290322719394189	1.8846737085599e-08	0.00138522509622342	1	0.795446953697257	0.999875999801185	9.97773627559253e-27	0.0911194600283951	0.0689949346289432	4.15717763394245e-07	0.0302032683481061	1.60167494831542e-17	2.83870085518944e-29	0.141952913382063	2.34545125647606e-06	0.998459417021924	1.39042013055004e-15	0.273683573900629	4.71924683304529e-44	0.0497512329316814	0.672872774478636	2.06545699496048e-07
"Maturity onset diabetes of the young"	1	1	1	1	0.212129911348732	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.216611538701698	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0403290740553049	1	1	1	1	1	1	1	1	1	0	1	1	1	0.25585989217147	1	1	1	1	1	1	0.234294540309493	1	1	0.479263616094353	1	1	1	1	1	1	1	1	1	1	1	1	1	0.391295892949008	0.398273186480036	1	1	1	1	0.713819689745963	0.180062216805435	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.229910061039621	1.54762932229214e-07	1	1	1	1	1	1	1
"Melanogenesis"	1	3.37258166733603e-11	4.48206507246839e-05	0.791966175285574	0.000341469404736771	1	2.35263032295893e-05	7.62126115869934e-08	1	0.843363631856104	0.143111559295411	0.0296684758939605	1	1	0.00261641958443159	6.32671605054859e-06	0.819467190896369	1.22353777850959e-52	1	1	3.66068802309756e-06	4.58947727979144e-20	0.25988101987799	1	1	0.569427016539598	5.00538862140521e-07	3.58277836996961e-17	0.000231425698993253	1	1	1.05514035195746e-07	1	0.949914318820293	1	1.33863336669597e-08	1	0.00229667697634518	1	0.85837433545703	3.99894382574451e-12	1	5.72511631155254e-11	1.01867098488762e-05	0.00582397417261431	0.0163029401810211	4.91381007145034e-33	5.93534855047268e-40	1.24726400550627e-19	2.03034289258852e-40	1	6.70314753829136e-26	0.335954940674377	1	0.000270387105287162	1	1.32180471372836e-10	1	0.878142160657895	0.24141229456239	0.0181107176067738	7.24189111298535e-19	2.77313175600812e-39	1	1	0.00104213985975184	1	0	2.86833667895467e-05	1	0.336893048945321	0.000262052561318333	0.988578122113864	2.92330165551942e-11	0.419539213290521	1	2.31491395799694e-08	0.00414911881721299	1	0.0303591445788056	6.3335018691204e-20	1	0.0216361466026868	5.52532139804977e-12	1	0.395227725123265	1.03617871632644e-36	1	1	1.47889258528522e-08	3.93907559958947e-05	1	1	8.33890158947724e-07	1.05133684124118e-16	1.01857900653977e-17	1	1	1	1	0.122031654255388	1	3.33133088654669e-06	1	1	1	1	1	9.43076623663973e-26	0.435474841970346	1	1	1	1	0.000744451764155261	2.03590957439954e-06	0.130681707124235	4.24110887214624e-13	0.000901647961827588	0.206583760154359	0.0867259328383871	1	0.294250544722897	1	7.69398299934569e-29	3.021021156765e-13	9.1003170781953e-07	3.90702841333641e-07	1	3.27994486581661e-57
"Melanoma"	1	1.50487173962162e-27	0.00016630814487826	0.0911371973975514	8.1479281972281e-13	1	0.508086750721413	0.000232809712709354	0.207759612962905	1	6.79608231916283e-10	1	1	1	0.0164314371502772	8.46902778802328e-19	1.60346408353338e-07	0.590453489153203	1	1	3.4752998931913e-32	0.547636586370725	3.03815947060234e-11	1	0.892277588087337	4.40072602444473e-06	5.67879569331615e-09	4.6009303739557e-11	3.64986830192349e-43	1	1	8.89552664022745e-24	1	0.0247165069457591	1	0.776787223738605	1	3.77030590834607e-05	1	0.0441451539636902	3.96313515741266e-39	0.297073819212539	2.53252003453151e-26	2.49348881609946e-18	1.0161001855901e-11	2.93106348646404e-25	2.72375826065559e-13	1	3.84763267553314e-63	2.64881345630407e-05	1	1	1	1	0.952567829927602	0.749527845254969	3.76976999096393e-17	1	4.64295114149683e-06	0.332676076734226	0.000517521451267826	5.53087111945120e-10	1.06347159431494e-07	1	0.196031071502152	3.97784568490698e-34	1	2.86833667895468e-05	0	1	6.92884034086095e-16	1.64680044253942e-12	1	5.71238971551009e-18	0.26123918037151	1	3.53526617499414e-49	1	1	1	0.0348130723168251	1.08072645997346e-06	4.17409585803174e-38	1	1	0.616366936462692	1.48448895453142e-78	1	1	3.10105272755225e-06	1	1	1	0.00216773874838123	7.37583225950469e-19	2.59779517581341e-57	1	1	1	1	9.17716361112779e-50	1	2.25317311047283e-27	1	1	1	1	1	1	0.273191630646276	3.44741640293126e-19	1	1	1	7.20092908335005e-17	1	0.396515361862568	2.17812994140037e-13	0.00120214909973937	2.95027422497831e-11	1.47492956497867e-08	1	1.85746726568997e-09	0.897525984019876	0.00232245389752283	1	3.82773230385363e-20	1	0.704807607727147	0.702796201616456
"Mismatch repair"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.17199245326174e-08	1	1	1	1	1	0.490828182180707	1	1	1	1	1	0.000250913371650737	1	1	1	1	1.65654818895475e-30	1	1	1	0.238010088910176	1	1	1	1	1	1	1	1	1	1	1	1	2.93453478621956e-15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2.82514497190776e-26	1	1	1	1	1	1	1	0.0850792761998558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"mTOR signaling pathway"	1	4.32559829311728e-22	0.219140385637244	1.01767255361087e-05	3.13065232925248e-16	1	0.592189167625099	2.38896855166659e-05	1	1	3.07665853148432e-09	1	1	1	0.449606148909143	1.18171741338143e-12	1.53268012408485e-06	1	1	1	1.77378702943112e-08	1	8.14058816963904e-13	1	1	1	8.96943763009512e-11	1.70711655810858e-08	3.15012091632052e-14	1	1	2.70920455022631e-15	1	0.379887255609885	1	0.665767635083333	1	0.0340341319841074	1	1	3.94737128764226e-18	1	7.36801016493753e-19	2.38303080537048e-12	6.90458396814954e-14	1.1933221711365e-15	0.284645642403485	1	4.38114911000044e-18	0.332569905735536	1	1	1	1	1	0.0767064512193855	2.79241346695812e-33	1	1.16282925616237e-06	0.214812224739925	5.579839188109e-05	0.00870011565647834	1.3656365485061e-05	1	1	0.000899569434490086	0.25585989217147	0.336893048945322	6.92884034086096e-16	1	0	3.33027601731633e-07	1	8.01342651477873e-16	0.163817377660615	1	7.50312406648862e-18	1	1	1	4.35076901017505e-05	0.193322573350853	2.15861269816804e-22	1	1	1	2.29426809531645e-12	1	1	2.55680854110934e-06	1	0.559465344611718	1	0.0627010621582144	5.44817584773969e-22	1.14399740166169e-18	1	1	1	1	4.78746708282463e-06	2.41429438009363e-06	4.18242891133777e-24	1	0.649286912646167	1	1	1	1	0.172163127792472	1.84813587301929e-09	1	1	1	1.46030526029853e-10	1	0.016896386723707	0.0044752630307289	0.206594748337002	6.97310101699855e-11	2.25560321089548e-09	0.420200149785648	6.71089909138145e-14	1	0.153810248873404	1	5.71426217023603e-14	1	1	1
"Natural killer cell mediated cytotoxicity"	1	1.18030946780892e-17	0.00791517663456781	0.618755095775862	9.29516734181987e-12	1.75066812082652e-08	0.00183905127199777	8.55310850066772e-08	4.09280663247381e-07	4.85526894817215e-16	2.27651982202145e-18	1	0.259687384412256	5.91934762685544e-20	2.48337506470307e-11	2.15909645106479e-44	2.31785998020809e-07	1	1	1	3.59170749961511e-07	0.0030763881533489	4.53046907131224e-06	1	0.0237903213559013	1	1.48771985473809e-09	3.2148893998738e-15	6.1739086979272e-22	1	1	7.97389980952582e-15	1	4.76444685031327e-09	7.05566234081662e-10	0.945845923735139	1	6.93034821865393e-06	1	0.613602416463789	3.48143478328051e-19	0.0176991485133495	4.04478807484875e-26	4.664197354495e-35	1.2497153549289e-18	2.58128500013025e-15	4.47417947952444e-07	0.40169778324504	2.27621918809235e-29	1.89807046445168e-06	4.17631682121671e-18	1	0.767810990413397	1	0.997336215341903	0.932245446201585	1.80560755525598e-13	1	7.73493821937122e-20	1.28810372227242e-05	4.34520049586687e-13	1.38064011272024e-07	6.7667271341928e-15	1	0.00445975234997614	9.92242713744725e-12	1	0.000262052561318334	1.64680044253942e-12	1	3.33027601731633e-07	0	1	1.89879700075568e-18	0.299537995172077	1	4.3241523165172e-26	1	1	1	0.00249724313499373	0.163145127175226	1.26172023350231e-12	0.379930323819759	0.985054337313308	0.548980884453553	4.85470823574893e-10	1	0.0559470370228292	5.18985465037974e-07	1	1	0.294404379075095	0.00401602074938054	4.04995870239658e-08	9.16346548421039e-14	0.7798848697724	1	1	1	5.86175205857703e-12	4.90599227869616e-13	7.84098654304795e-20	1	1	2.1461013084098e-09	1	1	0.522692471481966	0.316618591114229	0.00406259819413316	1	1	0.645563590902742	1.70945487336189e-43	1	0.267146498669913	1.67166268030449e-06	0.232236569916391	1.84066937144454e-22	1.21447382630513e-05	8.62014186714503e-08	1.09603230548143e-07	1	0.00284028779007636	1	1.99398168624956e-37	0.0282524536649355	4.81402645061806e-09	5.92120526195535e-07
"Neuroactive ligand-receptor interaction"	1	1	0.991654118000702	0.923966031423805	1	1	0.980624524843373	0.998798543967552	0.0412135198016469	1	1	1	1	0.664865965958323	1	1	1	1	1	1	1	1.02145263184658e-33	1	1	1	1	0.998718072152525	0.999995098421977	1	1	1	1	0.127742828147761	0.997901506047652	1	0.997212535257229	1	1	1	0.996406183642825	1	1	1	1	1	1	0.098166248265817	0.674039373186174	1	0.8760302242378	1	1	1	1	0.997317704202223	1	1	1	0.744331038721664	1	1	0.134976506824295	0.0258476576945949	0.999575085757921	1	1	1	0.988578122113864	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0.592538274294933	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.922705668887321	1	1	0.0174205422063837	1	1	1	1	0.303267965894052	1	1	1	1	0.993937934493007	1	0.963458561895415	1	1	0.999817921540907	1	1	1	1	1	0.0969258930454194	0.939041080015032	1	1	1	1
"Neurotrophin signaling pathway"	1	3.96316464982054e-27	0.0607610109510273	2.27360429647431e-11	2.89224232135558e-12	0.685732975680342	0.00767962471931588	0.000699408144652379	1.65170378349707e-06	1	1.51249907740916e-20	1	1	0.796956654388001	0.00335320325003079	3.0318818846621e-31	6.29415530443098e-13	0.466420975484747	1	1	1.26829126131338e-08	0.00144528844351637	1.66364063408117e-08	1	1	0.00998083067851422	4.28942561326915e-22	7.26865720308253e-28	8.11742692427545e-40	1	1	3.479902544174e-28	1	0.996575606839763	0.0204982323862297	1	1	3.95922808871905e-06	1	0.700147153743313	2.56454237928626e-29	1.64036247966793e-13	1.23483568925884e-47	5.99145520887845e-35	5.4325571385359e-15	1.96926031477787e-23	1.07849139059262e-06	3.66991709845116e-05	6.139985065433e-48	7.69357288364646e-32	0.72024764960545	0.802794961450327	1	1	0.903349122650401	1	9.25581647722447e-40	1	2.56463119282338e-05	1.15684882591457e-08	5.14173851933479e-11	0.000135788439097464	6.57776366374627e-25	0.970828356887674	1	2.17307199442175e-35	1	2.92330165551941e-11	5.71238971551008e-18	1	8.01342651477872e-16	1.89879700075568e-18	1	0	6.23024470635849e-12	1	2.22506764800985e-30	0.743640567399228	1	0.674652043561803	2.79087924207538e-15	0.312011921604723	6.57776366374627e-25	0.322384764547997	1	0.0251257534407186	1.61325713260363e-22	1	0.99058415340322	2.67626385055505e-10	0.000129306719081151	1	1	0.00279434182903749	2.87056472801615e-23	2.23757636746041e-28	1	1	0.100765836361189	1	8.26811821909458e-10	1	4.75047754814608e-34	1	1	6.56377265428144e-09	1	1	0.0397699810315393	9.04771944330002e-18	8.39297356129926e-12	1	1	1	2.67170763817512e-36	1	0.436424079082807	3.02557446691283e-09	0.0132485579194921	3.34791453207392e-26	6.04769535284002e-21	0.736066994478314	9.65086211622011e-17	0.911154730383628	3.73396614646213e-06	0.356857998577477	4.92493075052381e-28	0.47584976596008	0.634519412283947	0.000301124598634359
